,NewsFullContent
10287,cổ phiếu bid  bidv có dấu hiệu mua chủ động với khối lượng mua lên lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
10290,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy bid hose    gas hose    vre hose    plx hose    mwg hose    bvh hose    pnj hose    sbt hose    gex hose    gmd hose    ros hose    cmg hose    hdg hose    ptb hose    bmi hose    fts hose    scr hose    ijc hose    naf hose    dd hose    hhs hose    hdc hose    vto hose    mbg hnx    tcl hose    idj hnx    gdt hose    drh hose    hose    vrc hose    phc hose    pxs hose    pvb hnx    hose    mst hnx    qbs hose    hsl hose    dta hose    lmh hose    acm hnx   khb upcom   ttz hnx    pvv upcom   bvg upcom    pva upcom  
10292,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy bid hose    gas hose    vre hose    vpb hose    plx hose    mwg hose    bvh hose    hng hose    pnj hose    sbt hose    vcs hnx    tch hose    gex hose    gmd hose    vsh hose    hcm hose    pvd hose    ros hose    dgc hnx    dcm hose    hdg hose    hbc hose    fts hose    scr hose    csm hose    ijc hose    frt hose    dpg hose    dd hose    hhs hose    ntl hose    hdc hose    csv hose    hai hose    skg hose    pxl upcom    lcg hose    mbg hnx    hut hnx    tig hnx    hah hose    idj hnx    pvx hnx   drh hose    hose    klf hnx    vrc hose    elc hose    hose    art hnx    nrc hnx    mst hnx    aav hnx    ttb hose    sbs upcom    vhg upcom   tth hnx    itq hnx    clg hose    dic hose    kvc hnx   lmh hose    tnt hose    bii hnx   pfl upcom   hkb hnx   acm hnx   ksh upcom   mpt hnx    vig hnx   ppi upcom   top upcom   nhp hnx  
10307,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy bid hose    gas hose    vre hose    plx hose    mwg hose    bvh hose    pnj hose    sbt hose    gex hose    gmd hose    ros hose    cmg hose    hdg hose    ptb hose    bmi hose    fts hose    scr hose    ijc hose    naf hose    dd hose    hhs hose    hdc hose    vto hose    mbg hnx    tcl hose    idj hnx    gdt hose    drh hose    hose    lgl hose    vrc hose    phc hose    pxs hose    pvb hnx    hose    mst hnx    qbs hose    hsl hose    dta hose    lmh hose    acm hnx   nsh hnx    mpt hnx    khb upcom   ttz hnx    pvv upcom   bvg upcom    pva upcom   mec hnx  
10308,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy mwg hose    evfvn hose    qtp upcom    gmd hose    pan hose    itc hose    smb hose    bvs hnx    vto hose    pvp upcom    gmc hose    pvx hnx   klf hnx    lgl hose    pvg hnx    pvc hnx    nrc hnx    cia hnx    hom hnx    hap hose    fuessv hose    itd hose    lig hnx    sbs upcom   vhg upcom   hda hnx    dnm hnx    spp hnx    clg hose    kvc hnx   ksq hnx    acm hnx   ksh upcom   nsh hnx    tkc hnx    dcs upcom   pxt hose    mpt hnx    vig hnx   ppi upcom   kdm hnx    khb upcom   lcm hose   top upcom   nhp hnx   srb upcom   dps hnx   g upcom  
10309,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy mwg hose    evfvn hose    pan hose    cmg hose    ptb hose    dnp hnx    bmi hose    dpr hose    tvs hose    bsi hose    smb hose    csv hose    cee hose    vix hnx    mbg hnx    hut hnx    hah hose    gdt hose    pvx hnx   drh hose    klf hnx    vrc hose    sfg hose    phc hose    pvg hnx    nrc hnx    hap hose    tnd upcom    mfs upcom    tdt hnx    afx upcom    ftm hose    tth hnx    hsl hose    pvl hnx   spp hnx    itq hnx    clg hose    kvc hnx   vna upcom    tnt hose    ksq hnx    pfl upcom   ds hnx    hkb hnx   acm hnx   ksh upcom   nsh hnx    mpt hnx    vig hnx   khb upcom   sdp upcom   lcm hose   spi hnx   alv upcom    bvg upcom    nhp hnx   mec hnx   atg hose   srb upcom   dps hnx   g upcom  
10310,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vic hose    vcb hose    vhm hose    bid hose    acv upcom    gas hose    ctg hose    tcb hose    msn hose    vre hose    vpb hose    vjc hose    plx hose    mbb hose    bvh hose    hdb hose    eib hose    pow hose    stb hose    hng hose    sbt hose    gex hose    vpi hose    kbc hose    evfvn hose    dxg hose    nlg hose    hose    gmd hose    hcm hose    geg hose    pvd hose    dig hose    ros hose    dgc hnx    dcm hose    bwe hose    hag hose    hsg hose    flc hose    ptb hose    agg hose    hbc hose    ita hose    ceo hnx    nbb hose    bmi hose    fts hose    scr hose    ldg hose    ijc hose    nhh hose    frt hose    vsc hose    tar hnx    dpg hose    dd hose    ctf hose    hhs hose    vc hnx    dgw hose    idi hose    ksb hose    shi hose    hai hose    lcg hose    cvt hose    hqc hose    tni hose    dlg hose    tig hnx    idj hnx    hii hose    jvc hose    vcr hnx    apg hose    hose    har hose    dag hose    tsc hose    klf hnx    vrc hose    pvb hnx    hose    hvh hose    hid hose    sjf hose    hsl hose    itq hnx    dic hose    lmh hose    bii hnx   hkb hnx   acm hnx   dps hnx  
10338,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vic hose    vhm hose    ctg hose    hpg hose    fpt hose    shb hnx    stb hose    sbt hose    vcs hnx    tch hose    kbc hose    dxg hose    pvs hnx    gmd hose    geg hose    pvd hose    nvb hnx    dcm hose    pvt hose    hsg hose    flc hose    drc hose    ita hose    hbc hose    aaa hose    fit hose    ldg hose    scr hose    vng hose    cti hose    nkg hose    hhs hose    dgw hose    hdc hose    ntl hose    ksb hose    hai hose    shi hose    tni hose    tig hnx    dlg hose    mbg hnx    hut hnx    idj hnx    cg upcom    jvc hose    apg hose    klf hnx    har hose    art hnx    evg hose    ttb hose    ftm hose    kvc hnx   tdg hose   
10352,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy msn hose    vic hose    vhm hose    hdb hose    ctg hose    hpg hose    vcb hose    vjc hose    bid hose    vnm hose    thông tin chi tiết xin vui lòng truy cập tại
10354,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vic hose    vhm hose    vnm hose    bid hose    ctg hose    tcb hose    msn hose    vre hose    vjc hose    hpg hose    fpt hose    hdb hose    pow hose    shb hnx    stb hose    sbt hose    vcs hnx    pdr hose    tch hose    vpi hose    gex hose    nlg hose    kbc hose    dxg hose    phr hose    hpx hose    pvs hnx    gmd hose    geg hose    hcm hose    pvd hose    nvb hnx    dcm hose    vnd hose    pvt hose    hsg hose    flc hose    dvn upcom    drc hose    agg hose    ita hose    hbc hose    ceo hnx    aaa hose    ibc hose    fit hose    ldg hose    scr hose    nhh hose    vng hose    cti hose    nkg hose    ctf hose    vc hnx    hhs hose    dgw hose    hdc hose    ntl hose    ksb hose    hai hose    shi hose    tni hose    tig hnx    dlg hose    mbg hnx    hut hnx    idj hnx    dqc hose    cg upcom    jvc hose    pvx hnx   apg hose    dah hose    klf hnx    vne hose    har hose    art hnx    vrc hose    hose    hid hose    evg hose    kmr hose    ttb hose    sjf hose    ftm hose    kvc hnx   tdg hose    acm hnx   vig hnx   ttz hnx    pvv upcom  
10382,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy ctg hose    vpb hose    vnm hose    mbb hose    fpt hose    shb hnx    hpg hose    acb hnx    mwg hose    pnj hose    thông tin chi tiết xin vui lòng truy cập tại
10384,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vic hose    msn hose    vre hose    hpg hose    vjc hose    nvl hose    fpt hose    bvh hose    hdb hose    pow hose    shb hnx    stb hose    hng hose    pnj hose    sbt hose    pdr hose    tch hose    gex hose    vpi hose    kbc hose    nlg hose    evfvn hose    nt hose    dpm hose    geg hose    pvd hose    vgt upcom    gtn hose    bmp hose    dcm hose    hsg hose    ctr upcom    ita hose    aaa hose    fit hose    ldg hose    nhh hose    scr hose    vng hose    dpg hose    ntl hose    hhs hose    ogc hose    fcn hose    shi hose    hqc hose    tni hose    dlg hose    mbg hnx    hut hnx    idj hnx    pvx hnx   jvc hose    tsc hose    apg hose    art hnx    har hose    evg hose    sjf hose    ftm hose    kvc hnx   clg hose    lmh hose    top upcom  
10403,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy msn hose    vnm hose    hpg hose    evfvn hose    vhm hose    vic hose    vjc hose    vre hose    ssi hose    stb hose    thông tin chi tiết xin vui lòng truy cập tại
10405,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vic hose    vcb hose    bid hose    ctg hose    tcb hose    msn hose    vre hose    hpg hose    vjc hose    nvl hose    mbb hose    fpt hose    hvn hose    bvh hose    hdb hose    pow hose    shb hnx    stb hose    hng hose    msr upcom    pnj hose    vcg hnx    sbt hose    ree hose    pdr hose    tch hose    ssi hose    gex hose    vpi hose    kbc hose    dxg hose    nlg hose    evfvn hose    nt hose    dpm hose    geg hose    pvd hose    vgt upcom    dig hose    gtn hose    bmp hose    dcm hose    ros hose    pvt hose    flc hose    hsg hose    hdg hose    agg hose    ctr upcom    ita hose    aaa hose    hbc hose    fit hose    ldg hose    nhh hose    scr hose    shs hnx    vng hose    dpg hose    ntl hose    vc hnx    hhs hose    ogc hose    fcn hose    hnx    ksb hose    shi hose    ndn hnx    bcg hose    vpg hose    hqc hose    tni hose    dlg hose    mbg hnx    hut hnx    idj hnx    g upcom    hii hose    pvx hnx   jvc hose    tsc hose    apg hose    dag hose    art hnx    har hose    hhp hnx    mst hnx    evg hose    sjf hose    tth hnx    ftm hose    pxi hose    kvc hnx   clg hose    lmh hose    acm hnx   tdg hose    mpt hnx    top upcom  
10417,ctcp vàng bạc đá quý phú nhuận mã chứng khoán pnj đã thông qua việc chi tạm ứng cổ tức đợt  cho cổ đông theo đó pnj dự kiến sẽ chi tạm ứng cổ tức đợt  bằng tiền tỷ lệ % tương ứng cổ đông sở hữu cổ phiếu được nhận về  đồng danh sách cổ đông sẽ được chốt vào ngày  và số tiền chi trả vào ngày  như vậy với hơn triệu cổ phiếu đang niêm yết và lưu hành pnj sẽ chi khoảng tỷ đồng tạm ứng cổ tức lần này cho cổ đông cùng với việc thống nhất chi tạm ứng cổ tức thì pnj cũng thông qua việc dời ngày tổ chức đại hội cổ đông thường niên năm và thực hiện các thủ tục để tổ chức lại thời gian tổ chức lại căn cứ thời gian nhà nước công bố hết dịch nhưng không trễ hơn ngày  trước đó pnj đã chốt danh sách cổ đông vào ngày  và thời gian họp dự kiến vào  pnj cũng công bố tài liệu trình đại hội lần này trong đó đặt kế hoạch năm với doanh thu thuần  tỷ đồng – tăng % và lợi nhuận sau thuế  tỷ đồng – tăng % so với năm trước tỷ lệ cổ tức dự kiến giữ nguyên ở mức % trên thị trường cổ phiếu pnj đang giảm sâu đã mất đi hơn % giá trị kể từ đầu năm đến nay giảm từ vùng giá  đồngcổ phiếu xuống quanh mức  đồngcổ phiếu như hiện nay
10418,top cổ phiếu kéo chỉ số lên stt hose hnx upcom mã đóng góp mã đóng góp mã đóng góp vcb ~% shb ~% acv ~% bid ~% acb ~% vgi ~% plx ~% vcs ~% bcm ~% hpg ~% pvi ~% vef ~% ctg ~% cdn ~% msr ~% top cổ phiếu kéo chỉ số xuống stt hose hnx upcom mã đóng góp mã đóng góp mã đóng góp sab ~% pvs ~% drg ~% gvr ~% ctb ~% bsr ~% gas ~% vcg ~% fox ~% vre ~% idc ~% vfc ~% nvl ~% hut ~% qns ~%
10431,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy ctg hose    bid hose    ita hose    acv upcom    hag hose    vcb hose    sdt hnx    phr hose    ppc hose    frt hose    thông tin chi tiết xin vui lòng truy cập tại
10443,cổ phiếu stb  sacombank có dấu hiệu bán chủ động với khối lượng bán xuống lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
10458,kết thúc phiên giao dịch ngày  trên sàn hose vnindex đạt mức  điểm thay đổi % toàn sàn có mã tăng mã giảm và mã đứng giá tham chiếu trên sàn hnx hnxindex đạt mức  điểm tương đương thay đổi % toàn sàn có mã tăng mã giảm và mã đứng giá tham chiếu khối lượng giao dịch toàn thị trường đạt  triệu đơn vị tương ứng giá trị  tỷ đồng trong đó giao dịch thỏa thuận trên hose  tỷ đồng giao dịch khối ngoại hiện bán ròng trên cả sàn với tổng giá trị  tỷ đồng tập trung vào các mã msn  tỷ đồng hpg  tỷ đồng vnm  tỷ đồng
10472,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy ctg hose    tcb hose    msn hose    hpg hose    vpb hose    mbb hose    bvh hose    shb hnx    pow hose    bsr upcom    sbt hose    pdr hose    qns upcom    tch hose    evfvn hose    pvs hnx    hose    geg hose    nvb hnx    ros hose    flc hose    dhc hose    ptb hose    aaa hose    fit hose    nhh hose    cti hose    vng hose    hose    amd hose    hqc hose    dlg hose    hut hnx    tig hnx    mbg hnx    hii hose    klf hnx    art hnx    dah hose    apg hose    hvh hose    evg hose    hnx    dst hnx    tdg hose    vat hnx   
10491,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vic hose    vcb hose    vhm hose    vre hose    nvl hose    bvh hose    tpb hose    vcg hnx    sbt hose    qns upcom    tch hose    hose    vgt upcom    kdc hose    ros hose    qcg hose    ptb hose    hbc hose    ceo hnx    dbc hose    hose    fcn hose    hai hose    amd hose    bcc hnx    hut hnx    mbg hnx    pvx hnx   dri upcom    drh hose    dah hose    vos hose    hvh hose    kmr hose    sbs upcom    vhg upcom   tth hnx    tld hose    hnx    dst hnx    itq hnx    spp hnx    dic hose    kvc hnx   bii hnx   hkb hnx   acm hnx   vig hnx   ksh upcom   mpt hnx    ppi upcom   spi hnx   nhp hnx   top upcom   dps hnx  
10492,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy msn hose    vjc hose    gvr upcom    bvh hose    sbt hose    lpb upcom    vgt upcom    pvd hose    kdc hose    sjs hose    ptb hose    dbc hose    ijc hose    nkg hose    hut hnx    lcg hose    hah hose    pvx hnx   klf hnx    art hnx    dri upcom    pvc hnx    gkm hnx    mst hnx    sbs upcom    vhg upcom   tth hnx    hnx    itq hnx    spp hnx    kvc hnx   bii hnx   tgg hose    hkb hnx   acm hnx   vig hnx   ksh upcom   mpt hnx    ppi upcom   spi hnx   nhp hnx   top upcom   dps hnx  
10524,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vic hose    scs hose    phr hose    nnc hose    frt hose    ctr upcom    bmp hose    fmc hose    vgi upcom    vsc hose    thông tin chi tiết xin vui lòng truy cập tại
10535,cổ phiếu msn  tập đoàn masan đang giao dịch với thanh khoản tăng mạnh vào cuối phiên giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
10539,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy msn hose    hpg hose    acb hnx    vnm hose    shb hnx    mbb hose    fpt hose    ctg hose    vcb hose    mwg hose    thông tin chi tiết xin vui lòng truy cập tại
10559,cổ phiếu msn  tập đoàn masan có dấu hiệu mua chủ động với khối lượng mua lên lớn giá hiện tại đạt  khối lượng giao dịch tích lũy từ đầu phiên đạt  cp  thông tin giao dịch cổ phiếu ngày    giá  vnd  vốn hóa  tỷ đồng  vol tb m   % giá m %  giá w 
10566,kết thúc phiên giao dịch ngày  trên sàn hose vnindex đạt mức  điểm thay đổi % toàn sàn có mã tăng mã giảm và mã đứng giá tham chiếu trên sàn hnx hnxindex đạt mức  điểm tương đương thay đổi % toàn sàn có mã tăng mã giảm và mã đứng giá tham chiếu khối lượng giao dịch toàn thị trường đạt  triệu đơn vị tương ứng giá trị  tỷ đồng trong đó giao dịch thỏa thuận trên hose  tỷ đồng giao dịch khối ngoại hiện bán ròng trên cả sàn với tổng giá trị  tỷ đồng tập trung vào các mã msn  tỷ đồng hpg  tỷ đồng vre  tỷ đồng
10569,stt mã ck sàn giá % thay đổi khối lượng giao dịch tích lũy vic hose    vnm hose    bid hose    gas hose    tcb hose    vpb hose    hpg hose    plx hose    vre hose    acb hnx    pow hose    bsr upcom    qns upcom    gex hose    vgc hose    dxg hose    nlg hose    dpm hose    ht hose    hcm hose    pvd hose    dig hose    hag hose    flc hose    hsg hose    pvt hose    hdg hose    ita hose    ptb hose    tdm hose    scr hose    ldg hose    ijc hose    asm hose    frt hose    nkg hose    fcn hose    ttf hose    tng hnx    tdh hose    bcg hose    skg hose    cvt hose    dlg hose    hut hnx    lcg hose    g upcom    klf hnx    vne hose    dri upcom    hid hose    ttb hose    itq hnx    dic hose    kvc hnx   vig hnx  
